"ID","Full name","First names","Surname now","Surname at birth","Gender","Deceased","Mother ID","Mother name","Father ID","Father name","Partner ID","Partner name","Ex-partner IDs","Birth year","Birth month","Birth day","Death year","Death month","Death day","Email","Website","Blog","Photo site","Home tel","Work tel","Mobile","Skype","Address","Other contact","Birth place","Death place","Burial place","Burial year","Burial month","Burial day","Profession","Company","Interests","Activities","Bio notes",
"CLV1S","Henry Alexander Webb","Henry Alexander","","Webb","M","","","","EFGBL","John Alexander Webb","Y21KZ","Grace Arden","","1510","5","11","","","","","","","","","","","","","","Stratford, Warwickshire, England","","","","","","","","","","Sir Henry was usher in the privy council of Catherine Parr, Queen Regentof Britian in the 16Th century. Parr, Catherine (1512-48), 6th queen ofHenry VIII of England; tactful, kindly woman to whose influence herstepchildren, the future sovereigns Edward VI, Mary I, and Elizabeth I,owed muchAmong the few existing documents connected with the regency ofCatherine Parr, While Henry The VIII was conducting the seige of BoulogneA. D. 1544, there is in the Crotonain Collections a letter to her councilheaded: "" Katherine, Queen Regent, K. P. in favor of her trusty and wellbeloved servent, Henry Webb, gentlemen, usher of her Privy Chamber"".This letter is in regard to some grants and privileges to Henry Webb, butwhich have not been fulfilled. It concludes thus: "" we most heartilydesire and pray you to be favorible to him at this our earnest request.Given under my Hand and Signet, at my Lord, the King's Majesty's Honor ofHampton Court, the 23d of July  and the 36th of his Highness most nobleReign.""The Webb Coat of arms was granted to Sir Henry on June 17, 1577 while atHampton Court ( Elizabeth I was Queen of England).   In a letter fromHiram Webb of New Bedford Mass., to Dr. Robert Dickins Webb of YazooCity, Miss., year 1884, the following was written; "" The family coat ofarms is a cross gule between four eagle falcons and border scroll, redwith gilt letters, brown shadows on all , or crest out of a ducalcoronet, and a device eagle displayed. Crown has 2 red and 3 blue shotsall gold, with red hollows, scarlet shield, edges light yellow.  Thecross shows that our ancestor was a crusader.  The hawks denoteswiftness and courage.  The coronet that he was fighting under one of theconfederate ducal soverigns of France, and that he was an officer."" TheWEBB motto is "" Principles not Men "". "" IN ALTA TENDO """,
"U9Y9P","Joan","Joan","","","F","","","","","","JLCR0","John Shakespeare","","1485","","","","","","","","","","","","","","","","England","","","","","","","","","","",
"JLCR0","John Shakespeare","John","","Shakespeare","M","","","","","","U9Y9P","Joan","","1485","","","","","","","","","","","","","","","","England","","","","","","","","","","",
"ES983","John Hall","John","","Hall","M","","","","","","N1XG5","Susanna Shakesphere","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"MRF5G","John Webb","John","","Webb","M","","","","BJNRQ","Geofrey Webb","","","","1405","","","","","","","","","","","","","","","","Warwickshire, England","","","","","","","","","","See Selleck, Rev. Charles M. ""Norwalk"" page 398.",
"FYCCH","John Webb","John","","Webb","M","Y","","","BQZ1J","William Webb","","","","1450","7","9","","","","","","","","","","","","","","Oldsrck, England","Stratford, Warwickshire, England","","","","","","","","","See WEBB Genealogy Page 11.",
"F9EHA","John Barnard","John","","Barnard","M","Y","","","","","PZ9UH","Elizabeth Hall","","1600","","","1674","","","","","","","","","","","","","England","Abington Hall, Abington, Northamptonshire, England","","","","","","","","","",
"EFGBL","John Alexander Webb","John Alexander","","Webb","M","","","","FYCCH","John Webb","","","","1484","1","11","","","","","","","","","","","","","","Stratford, Warwickshire, England","","","","","","","","","","See "" Norwalk "" by Rev. Dr. Selleck 1898 page 403. Sir Alexander Webb b:1484 was an Officer of rank in the army of King Henry VIII and had Henry,Mary and Abigail.  The name of his wife is unknown.",
"N2LQC","Lettice Shakespeare","Lettice","","Shakespeare","F","Y","","","L795G","Henry Shakespeare","","","","1583","6","4","1623","11","10","","","","","","","","","","","Ingon, Warwickshire, England","Arden, Warwickshire, England","","","","","","","","","",
"TNK2Y","Margaret Arden","Margaret","","Arden","F","","XCUKU","Mary Webb","UWGQQ","Robert Arden","C84F0","Alexander Webb","","1538","","","","","","","","","","","","","","","","Wilmcote, England","","","","","","","","","","",
"QJXZO","Margaret Shakesphere","Margaret","","Shakesphere","F","","C1M7T","Mary Arden","L0B1H","John Shakespeare","","","","","","","","","","","","","","","","","","","","Stratford, Warwickshire, England","","","","","","","","","","",
"C1M7T","Mary Arden","Mary","","Arden","F","Y","XCUKU","Mary Webb","UWGQQ","Robert Arden","L0B1H","John Shakespeare","","1537","","","1608","9","9","","","","","","","","","","","Wilmcote, Aston Cantlowe, Warwickshire, England","Stratford, Warwickshire, England","","","","","","","","","",
"XCUKU","Mary Webb","Mary","","Webb","F","Y","","","EFGBL","John Alexander Webb","UWGQQ","Robert Arden","","1512","2","5","","","","","","","","","","","","","","Wilmcote, England","","","","","","","","","","",
"D2A21","Richard Quinney","Richard","","Quinney","M","Y","DXPG1","Judith Shakespeare","U9J89","Thomas Quiney","","","","1617","2","9","1638","2","24","","","","","","","","","","","Stratford-On Avon, Warwickshire, England","St Stephen, Wallbrook, London, England","","","","","","","","","",
"UWGQQ","Robert Arden","Robert","","Arden","M","","","","","","XCUKU","Mary Webb","","","","","","","","","","","","","","","","","","Wilmcote, England","","","","","","","","","","",
"HV8KT","Shakespeare Quiney","Shakespeare","","Quiney","M","Y","DXPG1","Judith Shakespeare","U9J89","Thomas Quiney","","","","1616","11","23","1617","5","8","","","","","","","","","","","Stratford-On Avon, Warwickshire, England","Stratford-On Avon, Warwickshire, England","","","","","","","","","",
"N1XG5","Susanna Shakesphere","Susanna","","Shakesphere","F","","WDIHB","Anne Hathaway","CJYDC","William Shakesphere","ES983","John Hall","","1583","","","","","","","","","","","","","","","","Stratford, Warwickshire, England","","","","","","","","","","",
"B5BF5","Thomas Shakespeare","Thomas","","Shakespeare","M","Y","SWOZB","Abigail Webb","WICEH","Richard Shakesphere","","","","1539","","","1583","","","","","","","","","","","","","Snitterfield, Warwickshire, England","Snitterfield, Warwickshire, England","","","","","","","","","",
"T3D9B","Thomas Quiney","Thomas","","Quiney","M","Y","DXPG1","Judith Shakespeare","U9J89","Thomas Quiney","","","","1619","1","23","1638","2","4","","","","","","","","","","","Stratford-Upon-Avon, Warwickshire, England","Stratford On Avon, England","","","","","","","","","",
"L5DOP","Thomas Nash","Thomas","","Nash","M","Y","","","","","","","PZ9UH","1593","6","20","1670","","","","","","","","","","","","","Stratford On Avon, England","","","","","","","","","","",
"U9J89","Thomas Quiney","Thomas","","Quiney","M","Y","","","","","DXPG1","Judith Shakespeare","","1589","2","26","1662","2","9","","","","","","","","","","","Stratford-On-Avon, Warwickshire, England","Stratford On Avon, Warwickshire, England","","","","","","","","","",
"BQZ1J","William Webb","William","","Webb","M","Y","","","MRF5G","John Webb","","","","1425","3","16","","","","","","","","","","","","","","London, England","Oldsrck, England","","","","","","","","","See "" Heraldica "" by J. J. Howard, L.L.D.    William was lord mayor ofLondon during the time of Henry VIII.",
"SZG9R","William Hart","William","","Hart","M","Y","","","","","E2ZIJ","Joan Shakespeare","","1569","","","1616","4","17","","","","","","","","","","","Warwickshire, England","","","","","","","","","","",
"LT9PO","Hamnet Shakespeare","Hamnet","Shakespeare","Shakesphere","M","Y","WDIHB","Anne Hathaway","CJYDC","William Shakesphere","","","","1585","2","2","1596","8","11","","","","","","","","","","","Stratford, Warwickshire, England","Stratford-On-Avon, Warwickshire, England","","","","","","","","","",
"E2ZIJ","Joan Shakespeare","Joan","Shakespeare","Shakesphere","F","Y","C1M7T","Mary Arden","L0B1H","John Shakespeare","SZG9R","William Hart","","","","","1646","","","","","","","","","","","","","Stratford, Warwickshire, England","Stratford-On-Avon, Warwickshire, England","","","","","","","","","",
"L0B1H","John Shakespeare","John","Shakespeare","Shakesphere","M","Y","SWOZB","Abigail Webb","WICEH","Richard Shakesphere","C1M7T","Mary Arden","","1537","","","1601","","","","","","","","","","","","","Snitterfield, Warwickshire, England","Stratford, Warwickshire, England","","","","","","","","","John Shakespeare was a tanner and glovemaker. He was an alderman ofStratford for years. He also served a term as high bailiff, or mayor.Toward the end of his life John Shakespeare lost most of his money. Whenhe died in 1601, he left William only a little real estate.",
"DXPG1","Judith Shakespeare","Judith","Shakespeare","Shakesphere","F","Y","WDIHB","Anne Hathaway","CJYDC","William Shakesphere","U9J89","Thomas Quiney","","1585","2","2","1662","2","","","","","","","","","","","","Stratford, Warwickshire, England","Stratford, Warwickshire, England","","","","","","","","","",
"WICEH","Richard Shakesphere","Richard","Shakesphere","Shakespeare","M","Y","U9Y9P","Joan","JLCR0","John Shakespeare","SWOZB","Abigail Webb","","1513","","","1561","","","","","","","","","","","","","Stratford, Warwickshire, England","Snitterfield, Warwickshire, England","","","","","","","","","",
"CJYDC","William Shakesphere","William","Shakesphere","Shakespeare","M","Y","C1M7T","Mary Arden","L0B1H","John Shakespeare","WDIHB","Anne Hathaway","","1564","4","23","1616","4","23","","","","","","","","","","","Stratford-Upon-Avon, Warwickshire, England","Stratford-Upon-Avon, Warwickshire, England","","","","","","","","","William Shakespeare was born in Stratford-upon-Avon, England, in 1564.This was the sixth year of the reign of Queen Elizabeth I. He waschristened on April 26 of that year. The day of his birth is unknown. Ithas long been celebrated on April 23, the feast of St. George.By 1592 Shakespeare was in London and was already recognized as anactor and playwright. He was then 28 years old. In that year RobertGreene, a playwright, accused him of borrowing from the plays of others.Between 1592 and 1594, plague kept the London theaters closed most ofthe time. During these years Shakespeare wrote his earliest sonnets andtwo long narrative poems, 'Venus and Adonis' and 'The Rape of Lucrece'.Both were printed by Richard Field, a boyhood friend from Stratford. Theywere well received and helped establish him as a poet.Queen Elizabeth I died in 1603. King James I followed her to thethrone. Shakespeare's theatrical company was taken under the king'spatronage and called the King's Company. Shakespeare and the other actorswere made officers of the royal household.Shakespeare retired from his theater work in 1610 and returned toStratford.    On April 23, 1616, Shakespeare died at the age of 52. Thisdate is according to the Old Style, or Julian, calendar of his time. TheNew Style, or Gregorian, calendar date is May 3, 1616  He was buried inthe chancel of the Church of the Holy Trinity in Stratford.In 1607, when he was 43, he may have suffered a serious physicalbreakdown. In the same year his older daughter Susanna married John Hall,a doctor. The next year Shakespeare's first grandchild, Elizabeth, wasborn. Also in 1607 his brother Edmund, also a London actor, died at theage of 27.",
